method,run,generation,best
BLX_sigma_0.01,0,141,0.03496181460344827
BLX_sigma_0.01,0,142,0.03496181460344827
BLX_sigma_0.01,0,143,0.03495630872965727
BLX_sigma_0.01,0,144,0.034955271789508524
BLX_sigma_0.01,0,145,0.03495007875911549
BLX_sigma_0.01,0,146,0.03495007875911549
BLX_sigma_0.01,0,147,0.03494654956223586
BLX_sigma_0.01,0,148,0.03494654956223586
BLX_sigma_0.01,0,149,0.034943903112722996
BLX_sigma_0.01,0,150,0.034943903112722996
BLX_sigma_0.01,0,151,0.034943251014825316
BLX_sigma_0.01,0,152,0.034939927080670174
BLX_sigma_0.01,0,153,0.034939927080670174
BLX_sigma_0.01,0,154,0.034939927080670174
BLX_sigma_0.01,0,155,0.034939927080670174
BLX_sigma_0.01,0,156,0.034939927080670174
BLX_sigma_0.01,0,157,0.03493961119906186
BLX_sigma_0.01,0,158,0.03493955750022326
BLX_sigma_0.01,0,159,0.03493923141089372
BLX_sigma_0.01,0,160,0.03493907048873002
BLX_sigma_0.01,0,161,0.03493900222390045
BLX_sigma_0.01,0,162,0.03493873150318172
BLX_sigma_0.01,0,163,0.03489446318351708
BLX_sigma_0.01,0,164,0.03489446318351708
BLX_sigma_0.01,0,165,0.03489446318351708
BLX_sigma_0.01,0,166,0.03489446318351708
BLX_sigma_0.01,0,167,0.03489048656151239
BLX_sigma_0.01,1,0,122.82597643369839
BLX_sigma_0.01,1,1,65.46751005478319
BLX_sigma_0.01,1,2,54.43915891874221
BLX_sigma_0.01,1,3,18.290599148311216
BLX_sigma_0.01,1,4,15.5529921612412
BLX_sigma_0.01,1,5,9.07343488984333
BLX_sigma_0.01,1,6,8.09297029206362
BLX_sigma_0.01,1,7,5.02791440798487
BLX_sigma_0.01,1,8,4.497802422000536
BLX_sigma_0.01,1,9,2.2695688843914006
BLX_sigma_0.01,1,10,2.2695688843914006
BLX_sigma_0.01,1,11,1.5763543110433356
BLX_sigma_0.01,1,12,1.5414919670975813
BLX_sigma_0.01,1,13,1.2585579792854895
BLX_sigma_0.01,1,14,1.1755531972456934
BLX_sigma_0.01,1,15,1.1451450194643185
BLX_sigma_0.01,1,16,1.0040145697754939
BLX_sigma_0.01,1,17,0.9546941275726604
BLX_sigma_0.01,1,18,0.9546941275726604
BLX_sigma_0.01,1,19,0.9428099488463757
BLX_sigma_0.01,1,20,0.6550151654300793
BLX_sigma_0.01,1,21,0.6550151654300793
BLX_sigma_0.01,1,22,0.6550151654300793
BLX_sigma_0.01,1,23,0.6550151654300793
BLX_sigma_0.01,1,24,0.6550151654300793
BLX_sigma_0.01,1,25,0.6550151654300793
BLX_sigma_0.01,1,26,0.6550151654300793
BLX_sigma_0.01,1,27,0.6550151654300793
BLX_sigma_0.01,1,28,0.6550151654300793
BLX_sigma_0.01,1,29,0.6550151654300793
BLX_sigma_0.01,1,30,0.6550151654300793
BLX_sigma_0.01,1,31,0.5750595135575868
BLX_sigma_0.01,1,32,0.5601494670229601
BLX_sigma_0.01,1,33,0.5601494670229601
BLX_sigma_0.01,1,34,0.48504775386961185
BLX_sigma_0.01,1,35,0.38338616455453456
BLX_sigma_0.01,1,36,0.38338616455453456
BLX_sigma_0.01,1,37,0.38338616455453456
BLX_sigma_0.01,1,38,0.38338616455453456
BLX_sigma_0.01,1,39,0.3712282041645508
BLX_sigma_0.01,1,40,0.3584438068086492
BLX_sigma_0.01,1,41,0.3584438068086492
BLX_sigma_0.01,1,42,0.3499979122591733
BLX_sigma_0.01,1,43,0.2819569950486158
BLX_sigma_0.01,1,44,0.2819569950486158
BLX_sigma_0.01,1,45,0.2783783945427797
BLX_sigma_0.01,1,46,0.2783783945427797
BLX_sigma_0.01,1,47,0.24729104865240248
BLX_sigma_0.01,1,48,0.24635788256321367
BLX_sigma_0.01,1,49,0.24635788256321367
BLX_sigma_0.01,1,50,0.24067292054307066
BLX_sigma_0.01,1,51,0.24054377118254622
BLX_sigma_0.01,1,52,0.23522706878397903
BLX_sigma_0.01,1,53,0.23522706878397903
BLX_sigma_0.01,1,54,0.23220170054069056
BLX_sigma_0.01,1,55,0.2302669221658884
BLX_sigma_0.01,1,56,0.22968575782807454
BLX_sigma_0.01,1,57,0.22763721687219562
BLX_sigma_0.01,1,58,0.17190393526182401
BLX_sigma_0.01,1,59,0.15777931144923518
BLX_sigma_0.01,1,60,0.15777931144923518
BLX_sigma_0.01,1,61,0.15777931144923518
BLX_sigma_0.01,1,62,0.10805077454440182
BLX_sigma_0.01,1,63,0.10805077454440182
BLX_sigma_0.01,1,64,0.10805077454440182
BLX_sigma_0.01,1,65,0.10805077454440182
BLX_sigma_0.01,1,66,0.10020811698389309
BLX_sigma_0.01,1,67,0.09526852544796749
BLX_sigma_0.01,1,68,0.09526852544796749
BLX_sigma_0.01,1,69,0.0789687515902624
BLX_sigma_0.01,1,70,0.07778715016438309
BLX_sigma_0.01,1,71,0.07668973881505536
BLX_sigma_0.01,1,72,0.07027010943476208
BLX_sigma_0.01,1,73,0.06914355467983979
BLX_sigma_0.01,1,74,0.06756280409706494
BLX_sigma_0.01,1,75,0.06630962897294579
BLX_sigma_0.01,1,76,0.05172878266400893
BLX_sigma_0.01,1,77,0.05172878266400893
BLX_sigma_0.01,1,78,0.03896458089134047
BLX_sigma_0.01,1,79,0.03726787630744688
BLX_sigma_0.01,1,80,0.03520855186412697
BLX_sigma_0.01,1,81,0.03399081810654003
BLX_sigma_0.01,1,82,0.02970046776908364
BLX_sigma_0.01,1,83,0.02970046776908364
BLX_sigma_0.01,1,84,0.02970046776908364
BLX_sigma_0.01,1,85,0.0279231749643587
BLX_sigma_0.01,1,86,0.0279231749643587
BLX_sigma_0.01,1,87,0.027847748415924523
BLX_sigma_0.01,1,88,0.027376437604107906
BLX_sigma_0.01,1,89,0.027376437604107906
BLX_sigma_0.01,1,90,0.027170550675340244
BLX_sigma_0.01,1,91,0.027170550675340244
BLX_sigma_0.01,1,92,0.027049352456645526
BLX_sigma_0.01,1,93,0.026514665131726844
BLX_sigma_0.01,1,94,0.026412023754993408
BLX_sigma_0.01,1,95,0.026005298460309634
BLX_sigma_0.01,1,96,0.02597976752245701
BLX_sigma_0.01,1,97,0.025898575156865666
BLX_sigma_0.01,1,98,0.025793942556943894
BLX_sigma_0.01,1,99,0.025693845005057336
BLX_sigma_0.01,1,100,0.025693845005057336
BLX_sigma_0.01,1,101,0.025546108693193736
BLX_sigma_0.01,1,102,0.025451407631153722
BLX_sigma_0.01,1,103,0.025451407631153722
BLX_sigma_0.01,1,104,0.025337938879064437
BLX_sigma_0.01,1,105,0.02531339010908218
BLX_sigma_0.01,1,106,0.02531339010908218
BLX_sigma_0.01,1,107,0.02531339010908218
BLX_sigma_0.01,1,108,0.025294020081545243
BLX_sigma_0.01,1,109,0.025294020081545243
BLX_sigma_0.01,1,110,0.025234190710179183
BLX_sigma_0.01,1,111,0.025234190710179183
BLX_sigma_0.01,1,112,0.025234190710179183
BLX_sigma_0.01,1,113,0.025179057149095074
BLX_sigma_0.01,1,114,0.0251718029211353
BLX_sigma_0.01,1,115,0.025167038591736524
BLX_sigma_0.01,1,116,0.025135665398808404
BLX_sigma_0.01,1,117,0.025135665398808404
BLX_sigma_0.01,1,118,0.02507170046603413
BLX_sigma_0.01,1,119,0.02507170046603413
BLX_sigma_0.01,1,120,0.02507170046603413
BLX_sigma_0.01,1,121,0.02507170046603413
BLX_sigma_0.01,1,122,0.02507170046603413
BLX_sigma_0.01,1,123,0.02505722419870482
BLX_sigma_0.01,1,124,0.025051546869113372
BLX_sigma_0.01,1,125,0.025013557739755776
BLX_sigma_0.01,1,126,0.025013557739755776
BLX_sigma_0.01,1,127,0.025012664017933006
